PassengerID,Name,FamilyName,Age,Gender,City,Salary,Married,Children,Education,Purchased
344,Alice,Sharma,49.0,unknown,Mumbai,65000.0,Unknown,3.0,Post-Graduate,0
345,Bob,Sharma,29.0,Male,unknown,145000.0,Yes,2.0,unknown,0
346,Amit,Johnson,63.0,Male,unknown,95000.0,No,3.0,unknown,0
347,Bob,Smith,22.0,Male,unknown,55000.0,Yes,1.0,unknown,1
348,Emma,Patel,26.0,Female,Mumbai,20000.0,Unknown,1.0,High School,1
349,Sara,Smith,28.0,Female,unknown,75000.0,Unknown,1.0,High School,1
350,Amit,Smith,49.0,Female,Mumbai,40000.0,Yes,4.0,unknown,0
351,Emma,Brown,71.0,unknown,Delhi,30000.0,Unknown,2.0,unknown,1
352,John,Smith,38.0,Male,London,20000.0,Yes,2.0,unknown,0
353,John,Khan,49.0,Male,unknown,35000.0,No,3.0,High School,0
354,Sara,Brown,20.0,Male,Delhi,55000.0,Yes,1.0,unknown,0
355,Sara,Brown,63.0,Female,London,30000.0,Yes,2.0,Graduate,0
356,Amit,Sharma,61.0,Female,Delhi,65000.0,No,2.0,unknown,1
357,Alice,Smith,49.0,Female,unknown,25000.0,Yes,2.0,unknown,0
358,Sara,Sharma,71.0,Male,unknown,70000.0,Unknown,2.0,Post-Graduate,1
359,John,Johnson,1.0,Female,Mumbai,140000.0,No,2.0,Post-Graduate,0
360,Bob,Patel,13.0,Male,Mumbai,65000.0,No,2.0,unknown,1
361,Emma,Brown,51.0,Male,London,120000.0,Yes,2.0,Graduate,1
362,John,Johnson,56.0,unknown,New York,85000.0,Yes,2.0,High School,1
363,John,Johnson,62.0,unknown,unknown,50000.0,No,4.0,High School,1
364,Alice,Khan,32.0,Male,London,85000.0,No,2.0,Graduate,1
365,Amit,Patel,30.0,Female,New York,85000.0,Unknown,4.0,High School,1
366,Amit,Johnson,29.0,Female,Delhi,25000.0,Unknown,2.0,unknown,0
367,Priya,Johnson,49.0,Male,unknown,60000.0,Yes,0.0,unknown,1
368,Alice,Patel,45.0,unknown,Delhi,95000.0,No,0.0,unknown,0
369,Bob,Patel,30.0,Female,unknown,80000.0,Yes,0.0,Graduate,1
370,Amit,Johnson,16.0,unknown,unknown,60000.0,Unknown,2.0,High School,0
371,Emma,Patel,40.0,Female,New York,115000.0,Yes,4.0,Post-Graduate,1
372,Sara,Johnson,19.0,Female,unknown,35000.0,No,4.0,Post-Graduate,1
373,Alice,Johnson,18.0,Male,Mumbai,125000.0,No,4.0,High School,0
374,Sara,Khan,1.0,Female,New York,65000.0,No,2.0,Post-Graduate,1
375,John,Smith,78.0,Male,London,145000.0,No,4.0,Graduate,1
376,Emma,Johnson,47.0,Male,Mumbai,145000.0,No,2.0,Graduate,1
377,Emma,Sharma,66.0,Female,Mumbai,125000.0,Unknown,0.0,High School,0
378,John,Brown,38.0,Female,London,75000.0,Yes,0.0,Post-Graduate,1
379,Alice,Smith,51.0,Female,unknown,100000.0,No,2.0,Graduate,0
380,John,Smith,63.0,Male,Mumbai,85000.0,No,2.0,Graduate,1
381,Sara,Smith,4.0,Male,New York,85000.0,No,0.0,unknown,1
382,Priya,Khan,1.0,Female,unknown,140000.0,Yes,2.0,unknown,0
383,Emma,Johnson,8.0,unknown,Mumbai,25000.0,Yes,2.0,Graduate,1
384,Rahul,Khan,29.0,unknown,New York,120000.0,Yes,2.0,High School,1
385,Rahul,Johnson,55.0,Female,Delhi,140000.0,Yes,1.0,unknown,0
386,Sara,Khan,3.0,Male,New York,115000.0,No,1.0,unknown,1
387,Bob,Khan,32.0,unknown,unknown,70000.0,Yes,3.0,Graduate,0
388,Amit,Brown,10.0,Male,New York,95000.0,Unknown,2.0,Graduate,0
389,John,Sharma,74.0,unknown,London,110000.0,No,3.0,Graduate,0
390,John,Khan,34.0,Female,unknown,130000.0,No,3.0,High School,1
391,Bob,Brown,55.0,Female,unknown,45000.0,Yes,1.0,unknown,0
392,Bob,Patel,32.0,Male,Delhi,135000.0,Yes,2.0,Graduate,0
393,Sara,Sharma,50.0,unknown,London,110000.0,No,1.0,Graduate,1
394,Sara,Khan,7.0,Male,unknown,40000.0,No,3.0,Post-Graduate,0
395,Bob,Smith,8.0,Male,New York,145000.0,Yes,2.0,High School,1
396,Emma,Patel,65.0,Female,unknown,35000.0,Yes,3.0,Graduate,1
397,Sara,Patel,57.0,Male,Delhi,90000.0,Unknown,4.0,Post-Graduate,1
398,Priya,Brown,67.0,Male,London,35000.0,Unknown,2.0,unknown,1
399,Sara,Patel,59.0,Male,unknown,115000.0,Yes,2.0,Graduate,0
400,John,Sharma,72.0,Male,unknown,65000.0,Yes,2.0,Graduate,0
401,Sara,Khan,54.0,Male,Delhi,135000.0,Yes,2.0,Post-Graduate,0
402,Emma,Khan,67.0,Female,New York,125000.0,Unknown,3.0,High School,0
403,Bob,Smith,51.0,Male,Delhi,30000.0,No,4.0,Graduate,0
404,John,Brown,8.0,Female,unknown,145000.0,Yes,2.0,unknown,1
405,Sara,Smith,34.0,Female,Mumbai,40000.0,Unknown,2.0,Graduate,0
406,Emma,Patel,35.0,Male,London,45000.0,Unknown,1.0,unknown,0
407,Priya,Smith,78.0,Female,Delhi,120000.0,Yes,3.0,unknown,0
408,Sara,Sharma,32.0,Female,unknown,125000.0,Yes,2.0,unknown,1
409,Emma,Khan,46.0,Female,New York,55000.0,Yes,2.0,unknown,1
410,Priya,Patel,16.0,Male,unknown,50000.0,No,2.0,High School,0
411,Bob,Smith,68.0,Female,New York,120000.0,No,1.0,Graduate,1
412,Sara,Brown,37.0,Male,Delhi,65000.0,Yes,1.0,Graduate,0
413,Priya,Sharma,54.0,Male,New York,45000.0,No,1.0,unknown,0
414,John,Sharma,14.0,Male,unknown,85000.0,Unknown,2.0,unknown,1
415,Bob,Smith,55.0,unknown,unknown,35000.0,Unknown,2.0,Graduate,1
416,John,Khan,48.0,Male,unknown,85000.0,Yes,0.0,Graduate,0
417,Rahul,Smith,38.0,unknown,Mumbai,140000.0,No,3.0,High School,0
418,Alice,Patel,7.0,Female,Delhi,80000.0,Yes,0.0,Post-Graduate,1
419,Sara,Smith,74.0,Female,unknown,115000.0,Yes,2.0,unknown,0
420,Priya,Sharma,7.0,Female,unknown,100000.0,Yes,0.0,unknown,1
421,Alice,Smith,33.0,Female,Mumbai,130000.0,Unknown,2.0,Post-Graduate,0
422,Alice,Khan,23.0,Female,New York,50000.0,Yes,0.0,Graduate,1
423,Priya,Brown,19.0,Female,Mumbai,35000.0,Yes,1.0,High School,0
424,Bob,Johnson,19.0,Female,New York,85000.0,Yes,4.0,High School,0
425,Sara,Smith,36.0,Female,New York,30000.0,Unknown,1.0,unknown,1
426,Rahul,Khan,29.0,Female,London,135000.0,Yes,1.0,High School,0
427,John,Khan,60.0,Male,unknown,40000.0,Yes,2.0,Post-Graduate,0
428,Emma,Brown,38.0,Male,unknown,95000.0,Yes,2.0,Graduate,1
429,John,Sharma,2.0,unknown,New York,145000.0,Unknown,0.0,Post-Graduate,0
430,Emma,Khan,1.0,Male,London,130000.0,Yes,2.0,unknown,0
431,John,Khan,47.0,Male,unknown,115000.0,Yes,1.0,unknown,0
432,Priya,Khan,69.0,Male,unknown,35000.0,Yes,0.0,High School,1
433,Rahul,Khan,20.0,Male,New York,135000.0,Unknown,2.0,unknown,1
434,Sara,Patel,11.0,Male,New York,135000.0,Unknown,4.0,High School,1
435,Emma,Patel,2.0,Female,Mumbai,25000.0,Yes,3.0,Graduate,0
436,Sara,Sharma,67.0,Female,Mumbai,105000.0,No,0.0,Graduate,0
437,Sara,Smith,12.0,Female,unknown,110000.0,Yes,4.0,Graduate,0
438,Sara,Khan,20.0,Female,unknown,85000.0,No,3.0,High School,0
439,Amit,Brown,5.0,Female,New York,85000.0,Unknown,2.0,unknown,1
440,Bob,Smith,37.0,Male,unknown,110000.0,Unknown,0.0,Graduate,0
441,John,Brown,38.0,Male,unknown,100000.0,Unknown,0.0,unknown,0
442,Sara,Smith,9.0,Female,Delhi,85000.0,No,2.0,High School,0
443,John,Sharma,53.0,Female,Mumbai,110000.0,Unknown,2.0,unknown,1
444,Sara,Khan,44.0,Female,unknown,125000.0,Yes,0.0,High School,0
445,Emma,Khan,24.0,Female,New York,135000.0,Unknown,2.0,High School,0
446,Bob,Johnson,38.0,Male,unknown,80000.0,No,1.0,unknown,0
447,Bob,Brown,74.0,Male,New York,75000.0,No,3.0,High School,0
448,Priya,Smith,30.0,Female,Delhi,145000.0,No,3.0,High School,0
449,Amit,Smith,59.0,Female,unknown,45000.0,Unknown,3.0,Post-Graduate,1
450,Priya,Patel,38.0,Male,unknown,120000.0,Yes,1.0,Graduate,0
451,Priya,Johnson,38.0,Female,New York,35000.0,Yes,2.0,unknown,0
452,Priya,Patel,14.0,Female,Mumbai,110000.0,Unknown,2.0,unknown,0
453,Priya,Patel,9.0,Female,Delhi,95000.0,Yes,4.0,unknown,0
454,Priya,Patel,40.0,unknown,unknown,80000.0,No,2.0,Post-Graduate,0
455,Rahul,Brown,66.0,Male,Delhi,35000.0,No,0.0,High School,0
456,Bob,Brown,25.0,unknown,Mumbai,130000.0,No,2.0,Graduate,0
457,Priya,Sharma,73.0,Male,unknown,100000.0,No,3.0,unknown,0
458,Sara,Sharma,22.0,Female,Delhi,130000.0,No,2.0,High School,0
459,Bob,Patel,4.0,Male,London,20000.0,Yes,4.0,Post-Graduate,0
460,Bob,Johnson,26.0,Female,Mumbai,105000.0,No,0.0,High School,1
461,Alice,Smith,58.0,unknown,Mumbai,115000.0,No,1.0,High School,1
462,Rahul,Brown,29.0,unknown,Mumbai,100000.0,Unknown,2.0,Post-Graduate,1
463,Priya,Johnson,37.0,unknown,London,85000.0,Yes,1.0,unknown,1
464,John,Khan,75.0,Male,London,85000.0,No,4.0,unknown,0
465,Emma,Brown,70.0,Female,New York,85000.0,No,0.0,Graduate,1
466,Amit,Brown,18.0,Female,unknown,90000.0,Yes,3.0,Graduate,1
467,Sara,Sharma,42.0,Female,Delhi,70000.0,Yes,2.0,unknown,0
468,John,Smith,41.0,Male,New York,140000.0,No,0.0,unknown,1
469,Rahul,Smith,38.0,unknown,Delhi,85000.0,No,2.0,High School,1
470,Emma,Khan,34.0,Male,unknown,125000.0,Yes,1.0,unknown,0
471,Rahul,Khan,17.0,Male,London,80000.0,Yes,2.0,High School,0
472,Sara,Brown,37.0,Male,unknown,20000.0,No,2.0,unknown,0
473,Bob,Patel,25.0,Female,London,100000.0,Unknown,4.0,Graduate,1
474,Emma,Sharma,76.0,Female,unknown,45000.0,Yes,4.0,Graduate,1
475,Bob,Sharma,27.0,Male,New York,35000.0,No,2.0,unknown,0
476,Sara,Brown,57.0,Male,unknown,115000.0,No,4.0,Graduate,0
477,John,Johnson,31.0,unknown,New York,95000.0,Yes,4.0,unknown,1
478,Sara,Patel,6.0,unknown,Delhi,90000.0,Yes,0.0,unknown,0
479,John,Brown,40.0,Male,New York,85000.0,Unknown,3.0,High School,1
480,Emma,Patel,12.0,Female,Mumbai,90000.0,No,2.0,Graduate,0
481,Emma,Patel,53.0,Male,Delhi,45000.0,No,0.0,Post-Graduate,0
482,Priya,Patel,71.0,unknown,unknown,90000.0,Yes,3.0,Graduate,1
483,Rahul,Brown,10.0,Female,Delhi,85000.0,Yes,2.0,High School,0
484,Priya,Sharma,45.0,unknown,unknown,85000.0,Yes,0.0,unknown,0
485,Rahul,Sharma,17.0,Female,London,70000.0,No,2.0,High School,0
486,Priya,Patel,26.0,unknown,unknown,50000.0,Yes,0.0,Post-Graduate,1
487,Bob,Johnson,62.0,Female,Delhi,60000.0,No,4.0,unknown,0
488,Emma,Smith,46.0,Female,unknown,145000.0,Yes,3.0,Graduate,0
489,John,Brown,64.0,Female,unknown,95000.0,Unknown,2.0,unknown,0
490,Rahul,Smith,2.0,Female,unknown,40000.0,No,2.0,unknown,0
491,Sara,Johnson,54.0,Female,London,140000.0,Unknown,3.0,High School,0
492,Rahul,Brown,65.0,Female,New York,115000.0,Yes,4.0,unknown,0
493,John,Patel,51.0,Male,unknown,65000.0,No,1.0,unknown,1
494,Priya,Sharma,53.0,Male,Mumbai,105000.0,Yes,0.0,unknown,1
495,Rahul,Smith,36.0,Male,unknown,30000.0,Yes,4.0,Post-Graduate,0
496,Amit,Khan,26.0,Female,London,80000.0,No,2.0,Post-Graduate,1
497,Bob,Khan,29.0,Female,Delhi,70000.0,Yes,2.0,Graduate,1
498,Emma,Johnson,21.0,unknown,London,100000.0,Yes,3.0,Graduate,0
499,John,Patel,11.0,Female,Delhi,125000.0,Yes,0.0,Post-Graduate,1
500,Emma,Smith,40.0,Female,London,80000.0,Unknown,2.0,unknown,1
